"booking id","booking_date_time","distance_travelled","time_taken","commission_base_cost","driver_base_cost","total_tax","total_trip_cost","ratings"
"1801984258","43228.024305556","0","1","15","60","5.7","81","3"
"1539294780","43153.001388889","34","52","89.64","418.56","37.06","545.26","3"
"1669863179","43193.965972222","20","45","48.66","194.65","18.49","261.8","3"
"1510370079","43143.906944444","2","4","17.53","70.14","6.67","94.34","3"
"1490556814","43137.909722222","8","51","34.89","139.54","13.26","188","3"
"1536054278","43151.910416667","8","40","35.5","141.98","13.49","190.97","5"
"1890251762","43250.020138889","14","34","36.64","146.56","13.93","197","5"
"1509260998","43143.704861111","5","32","26.08","104.32","9.91","140.31","2"
"1886738921","43248.925","6","41","31.48","125.92","11.97","169","5"
"1699830874","43202.974305556","20","57","52.04","243.18","21.53","316.75","1"
"2011011949","43280.730555556","17","73","70.09","280.36","26.64","377","4"
"2002260271","43277.909722222","7","54","39.96","159.85","15.18","215","4"
"1837552671","43235.907638889","30","76","93.12","407.49","37.13","538","4"
"1455143993","43126.053472222","33","45","98.21","452.82","40.32","591","4"
"2005523803","43278.911805556","14","51","58.74","234.94","22.32","316","4"
"OSN_1028304563","43260.220833333","2","17.42","12.01","48.03","4.56","65","1"
"1510641847","43144.084027778","12","28","47.84","191.36","18.18","257.38","5"
"1866959147","43243.886111111","7","44","31.97","127.88","12.14","172","4"
"1731144489","43211.022222222","10","34","47.58","190.34","18.08","256","4"
"1451556656","43124.926388889","4","6","23.64","94.56","8.99","127","5"
"1863699303","43242.934027778","27","55","68.7","274.8","26.11","370","5"
"1922277987","43257.983333333","2","4","14.13","56.5","5.37","76","4"
"1583777079","43166.908333333","12","30","32.8","131.2","12.46","176.46","4"
"1743488342","43213.942361111","8","37","41.21","164.85","15.66","222","4"
"OSN_1023138533","43255.995833333","6","27.17","20.52","82.08","7.79","110","5"
"OSN_913822055","43179.879166667","4","37.33","7.25","29","2.75","39","4"
"1583845728","43166.934027778","17","41","42.69","170.74","16.22","229.65","5"
"OSN_843424005","43129.926388889","2","14.15","8.36","33.46","3.18","45","3"
"1466511669","43129.898611111","29","57","76.58","306.32","29.1","412","4"
"1454752278","43125.898611111","7","47","62.38","249.54","23.71","336","5"
"1653772005","43188.970833333","20","47","54.28","217.1","20.63","292.01","3"
"1472057660","43132.188194444","4","4","15.25","60.98","5.8","82","2"
"1510445295","43143.929166667","7","33","33.09","132.35","12.58","178.02","5"
"1897566992","43251.939583333","15","46","58.02","267.06","23.79","349","1"
"1781170326","43222.927777778","11","39","47.33","189.3","17.99","255","3"
"1801818616","43227.931944444","8","34","35.2","140.81","13.38","189","4"
"1755361192","43216.89375","20","56","104.39","417.54","39.67","562","5"
"1747257364","43214.945138889","12","43","97.58","390.34","37.08","525","4"
"1952360037","43266.125","18","34","46.36","185.44","17.61","249","4"
"1532968569","43150.913194444","7","52","37.6","150.4","14.29","202.29","2"
"1747134832","43214.913194444","13","55","67.1","268.4","25.5","361","3"
"1605781212","43173.978472222","17","38","52.56","210.22","19.97","282.75","3"
"1432530343","43118.905555556","4","23","26.75","107.02","10.18","144","3"
"1542212232","43153.959722222","5","6","23.8","95.2","9.04","128.04","2"
"1982911504","43272.950694444","20","59","97.95","426.82","38.97","564","5"
"1466545543","43129.905555556","27","81","77.06","343.24","31.03","451","5"
"1699805595","43202.957638889","35","84","100.93","403.74","38.34","543.01","4"
"1893819587","43250.914583333","8","27","31.4","125.6","11.94","169","4"
"1860513360","43241.925","4","7","22.68","90.7","8.62","122","5"
"1879289725","43247.075694444","30","46","76.92","377.68","32.73","487","5"
"1609278006","43174.938888889","3","13","21.88","87.52","8.32","117.72","3"
"OSN_835796793","43123.965277778","2","12.52","9.11","36.43","3.46","49","3"
"1412098081","43111.947222222","11","35","33.22","132.88","12.62","179","1"
"1689858522","43199.939583333","9","42","38.85","155.39","14.76","209","4"
"1925783185","43259.05625","10","27","30.67","122.68","11.65","165","3"
"1436145997","43120.152777778","31","53","70.77","343.08","29.89","444","4"
"1631874445","43181.915972222","2","4","17.61","70.45","6.69","94.75","1"
"1689952922","43199.989583333","13","38","43.12","172.49","16.38","231.99","3"
"1845074006","43237.946527778","13","40","51.86","207.43","19.7","279","3"
"1583731882","43166.895138889","2","5","19.92","79.67","7.57","107","5"
"1918303757","43256.902083333","30","63","128.63","584.53","52.38","766","5"
"1647019469","43186.922916667","31","67","106.8","427.2","40.58","574.58","2"
"1703560334","43203.939583333","5","33","25.54","102.16","9.71","137.41","5"
"1562207529","43159.991666667","11","33","35","140","13.3","188.3","5"
"1395223377","43105.980555556","30","62","79.76","379.04","33.31","492","3"
"1889990764","43249.895833333","20","48","48.96","195.84","18.62","263","4"
"1556139694","43158.024305556","13","32","42.8","171.2","16.26","230.26","5"
"1583868240","43166.949305556","21","42","49.68","198.72","18.88","267.28","5"
"1922321364","43258.021527778","13","30","39.96","159.85","15.18","215","3"
"1746767103","43214.836111111","10","57","43.87","275.46","21.67","341","5"
"1781254011","43222.953472222","18","43","50.23","200.92","19.09","270","1"
"1747047332","43214.886111111","5","41","0","108.14","8.77","117","3"
"2012439696","43280.922222222","17","65","70.45","281.78","26.77","379","3"
"1583700209","43166.889583333","3","6","15.29","61.17","5.81","82.27","3"
"1409116878","43110.978472222","10","45","35.38","141.52","13.45","190","5"
"1830827104","43234.482638889","28","71","86.76","417.04","36.47","540","1"
"1493681471","43138.920138889","20","58","51.04","204.16","19.4","275","5"
"2008664578","43279.896527778","11","44","36.16","144.64","13.74","195","5"
"1693069669","43201.007638889","2","7","18.28","73.12","6.96","98.36","4"
"1467112596","43130.363194444","23","80","85.75","343","32.6","461","5"
"1897571453","43251.954166667","17","48","67.66","270.63","25.71","364","4"
"1875577968","43246.199305556","10","28","35.69","142.75","13.56","192","1"
"1513271274","43145.023611111","4","5","15.94","63.76","6.06","85.76","5"
"1496705890","43139.945833333","15","54","43.6","174.4","16.57","235","5"
"1429535960","43117.931944444","11","62","44.06","176.26","16.74","237","5"
"1532918006","43150.886111111","3","9","21.8","87.2","8.28","117.28","5"
"1755546514","43216.936805556","15","59","83","332","31.54","447","4"
"2005419971","43278.890972222","14","63","74.91","334.63","30.21","440","2"
"1956095526","43266.889583333","19","53","105.76","423.05","40.19","569","2"
"1510328868","43143.890972222","3","9","25.17","100.68","9.56","135.41","5"
"1978925372","43271.981944444","5","5","26.03","104.12","9.9","140","4"
"1562082312","43159.929861111","13","49","40.2","160.8","15.28","216.28","5"
"1669921896","43194.013888889","1","2","16.54","66.17","6.29","89","3"
"1890130811","43249.936111111","5","6","21.22","84.86","8.06","114","3"
"1694800656","43201.630555556","12","47","75.28","301.11","28.61","405","4"
"1631964795","43181.954166667","5","6","24.35","97.4","9.25","131","5"
"1429801336","43118.242361111","5","4","20.68","82.72","7.86","111","2"
"1423792104","43115.9875","11","30","31.6","126.4","12.01","170","4"
"1925630265","43258.932638889","2","3","17.84","71.38","6.78","96","4"
"1747067059","43214.893055556","2","5","21.38","85.5","8.13","115","5"
"1583853444","43166.942361111","2","13","21.25","85.01","8.08","114.34","4"
"1493783303","43138.952777778","3","5","20.36","81.44","7.73","110","5"
"1510569354","43144.002083333","1","2","16.81","67.24","6.39","90.44","2"
"1487949162","43137.042361111","20","39","49.42","197.68","18.78","266","2"
"1605802219","43173.999305556","2","3","16.32","65.28","6.2","87.8","4"
"1841452004","43236.9875","12","32","39.96","159.85","15.18","215","5"
"1643978117","43185.897222222","16","48","64.12","256.5","24.37","344.99","3"
"1605736974","43173.95","10","33","38.1","152.42","14.48","205","3"
"1801672865","43227.895138889","10","56","42.57","170.26","16.17","229","5"
"1599846690","43171.913888889","5","45","32.53","130.11","12.37","175.01","4"
"1922280824","43257.991666667","5","5","17.38","69.52","6.61","94","2"
"1429657126","43118.006944444","21","47","61.08","244.31","23.21","329","4"
"1676426440","43196.382638889","15","74","77.59","310.34","29.48","417.41","3"
"OSN_867081497","43146.01875","2","8.73","12.52","50.08","4.75","67","4"
"1578092301","43165.026388889","1","2","15.8","63.2","6","85","3"
"1426508218","43116.901388889","9","37","42.83","171.32","16.28","230","4"
"1743461198","43213.94375","4","29","29.52","118.08","11.21","159","5"
"1809036783","43229.890277778","7","56","55.46","221.83","21.07","298","5"
"1902172112","43253.00625","5","6","18.22","72.86","6.92","98","4"
"1718181407","43208.411111111","20","74","92.56","370.22","35.17","497.95","5"
"1409218880","43111.108333333","9","19","25.18","100.7","9.58","135","4"
"1948454983","43264.908333333","6","41","47.4","189.59","18.01","255","4"
"1785515527","43224.045138889","19","32","135.26","438.94","46.28","620","2"
"1692867970","43200.90625","10","35","45.28","181.14","17.21","243.63","3"
"1890063196","43249.915972222","3","9","24.35","97.4","9.25","131","5"
"1710083992","43205.986805556","5","31","47.29","189.14","17.97","254.4","4"
"1669843763","43193.950694444","3","4","19.92","79.68","7.57","107.17","4"
"1849108178","43238.976388889","25","49","102.51","410.05","38.95","552","1"
"1870765152","43245.173611111","8","25","32.28","129.12","12.27","174","1"
"1477391475","43133.884027778","3","7","20.44","81.76","7.77","110","5"
"OSN_956562351","43209.904861111","4","45.67","9.84","39.36","3.74","53","5"
"1403369679","43108.840277778","17","52","64.62","258.48","24.55","348","5"
"1475288259","43133.422916667","10","33","45.19","180.74","17.18","243","4"
"1436103557","43120.077083333","3","4","16.5","66.01","6.27","89","3"
"1723895162","43209.715277778","29","138","150.66","552.64","54.76","758","3"
"2002289932","43277.89375","10","51","64.6","258.39","24.54","348","5"
"1699870783","43202.994444444","2","3","13.38","53.53","5.09","72","4"
"1545699590","43155.026388889","19","38","46.8","187.2","17.78","251.78","4"
"1493882469","43139.017361111","15","40","32.31","129.23","12.28","174","4"
"1653856203","43189.029166667","6","6","19.12","76.48","7.26","102.86","5"
"1583829236","43166.931944444","8","38","31","124","11.78","166.78","3"
"1542200904","43153.952777778","3","4","19.18","76.7","7.29","103.17","4"
"1545712706","43155.027083333","4","5","23.14","92.57","8.8","124.51","4"
"1675779114","43195.907638889","14","57","66.98","267.94","25.46","360.38","5"
"1656354751","43189.827777778","8","52","40.15","160.59","15.26","216","4"
"1721709221","43209.052777778","6","6","19.52","78.07","7.41","105","4"
"OSN_807422209","43103.920138889","8","24.73","13.94","55.76","5.3","75","2"
"1666857186","43192.897916667","7","37","36.08","144.33","13.71","194.12","3"
"1496911590","43140.155555556","5","4","22.6","90.42","8.59","122","4"
"1561931042","43159.890277778","7","38","32.96","131.84","12.54","177.34","4"
"1647189833","43187.051388889","20","38","45.35","181.42","17.23","244","2"
"1583955754","43166.997916667","1","2","15.4","61.6","5.85","82.85","4"
"2005433515","43278.888888889","3","7","27.7","110.78","10.53","149","2"
"1409003153","43110.930555556","26","77","75.02","300.08","28.5","404","4"
"1914956647","43255.955555556","30","69","162.08","648.33","61.59","872","5"
"1423571441","43115.905555556","12","52","43.82","175.28","16.65","236","4"
"1982630848","43272.894444444","4","33","45.17","180.69","17.18","243","1"
"1987191282","43274.004166667","3","5","28.62","114.5","10.88","154","5"
"1894056997","43250.988194444","2","16","20.24","80.96","7.68","109","4"
"2008597555","43279.884027778","22","73","147.04","588.17","55.88","791","5"
"1412056947","43111.928472222","21","63","55.98","223.92","21.28","301","1"
"OSN_954682059","43208.965277778","34","109.4","100.09","400.36","38.04","538","4"
"1952360912","43266.131944444","14","32","41.26","165.06","15.68","222","4"
"1395043015","43105.910416667","8","52","38.6","154.38","14.67","208","5"
"OSN_858123787","43139.883333333","4","29.23","7.43","29.74","2.83","40","4"
"1978807475","43271.932638889","22","52","114.74","458.98","43.6","617","4"
"1875273272","43245.945833333","16","42","119.83","514.31","47.28","681","4"
"1863778550","43242.975","3","4","19.52","78.06","7.41","105","5"
"1609165182","43174.902777778","31","104","102","443","40.51","585.51","3"
"1879307991","43247.111805556","9","34","40.75","163","15.5","219","5"
"1971314729","43269.955555556","2","4","35.64","142.58","13.55","192","4"
"1943098010","43263.519444444","30","80","87.92","421.67","36.91","547","3"
"1395216892","43105.975","26","67","70.9","283.6","26.94","381","4"
"1653528504","43188.901388889","5","37","35.29","141.18","13.41","189.88","4"
"1493807808","43138.966666667","21","49","60.51","242.02","23","326","4"
"1672922064","43194.972916667","13","39","42.94","171.74","16.32","231","5"
"1833451342","43234.878472222","31","71","97.25","459","40.46","597","5"
"2008712163","43279.911111111","6","47","65.61","262.46","24.93","353","5"
"1522496861","43147.960416667","14","45","53.2","212.8","20.22","286.22","4"
"OSN_829991511","43119.888194444","32","148.8","64.52","287.82","26","378","3"
"1922218095","43257.948611111","5","6","25.62","102.48","9.73","138","3"
"1403766676","43109.004166667","4","5","15.82","63.28","6.01","85","4"
"1858356699","43241.633333333","26","68","73.91","295.65","28.08","398","5"
"1863626243","43242.905555556","16","44","51.82","207.28","19.69","279","3"
"1667078815","43193.022916667","4","4","21","84.02","7.98","113","3"
"1395186581","43105.959722222","3","4","19.67","78.66","7.47","106","3"
"1496837922","43140.027777778","11","23","43.07","172.28","16.38","232","4"
"1902126243","43252.981944444","18","47","52.97","211.9","20.13","285","3"
"OSN_997220181","43234.625","5","48.68","13.35","53.41","5.07","72","4"
"1872203672","43245.576388889","24","3","181","724","68.78","974","4"
"1713999642","43206.988888889","4","5","16.36","65.42","6.21","88","4"
"1466637239","43129.946527778","30","75","95.84","383.36","36.42","516","5"
"2005403756","43278.883333333","6","51","56.88","227.51","21.62","306","5"
"1406364903","43110.103472222","10","38","31.5","126.01","11.97","169","4"
"1837680475","43235.948611111","29","73","81.38","325.52","30.92","438","2"
"1454816539","43125.918055556","10","44","49.3","197.2","18.73","265","5"
"1669808052","43193.928472222","3","28","22.68","90.7","8.62","122","5"
"1435808490","43119.919444444","2","7","25.86","103.45","9.82","139","5"
"1412188176","43112.004861111","3","4","19.34","77.36","7.35","104","5"
"1986835224","43273.922916667","29","75","207.9","866.58","80.74","1155","4"
"1814459215","43231.269444444","5","5","25.84","103.34","9.82","139","3"
"1743480529","43213.938194444","13","40","46.65","186.62","17.73","251","2"
"1558839250","43158.911111111","31","86","98.08","427.32","39.02","564.42","4"
"1389955194","43104.038888889","13","30","34.96","139.84","13.28","188","4"
"1676374036","43196.369444444","10","56","41.7","166.79","15.85","224.34","1"
"1643995504","43185.904861111","9","34","45.71","182.86","17.37","245.94","1"
"1886649281","43248.897222222","12","49","64.87","259.48","24.65","349","5"
"1863546824","43242.878472222","30","78","92.19","403.78","36.78","533","1"
"1474632427","43132.991666667","2","3","17.67","70.66","6.71","95","4"
"2002523795","43278.068055556","31","46","62.66","320.62","27.31","411","5"
"1773422264","43220.909027778","0","1","18.18","72.71","6.92","98","4"
"1975124659","43270.977083333","12","35","53.16","212.64","20.2","286","4"
"1558756009","43158.881944444","7","38","38.8","155.2","14.74","209","4"
"1922298478","43258.001388889","18","39","50.93","203.72","19.36","274","4"
"1867190095","43243.98125","12","37","47.4","189.59","18.01","255","5"
"1545523547","43154.942361111","3","6","14.98","59.93","5.7","80.61","4"
"1403608579","43108.908333333","16","45","48.92","195.68","18.59","263","3"
"1577918035","43164.916666667","3","8","21.6","86.4","8.21","116.21","5"
"1893715682","43250.896527778","3","31","27.7","110.78","10.53","149","5"
"2012506978","43280.943055556","21","58","84.57","338.29","32.13","455","5"
"1647105965","43186.972222222","26","45","68.96","275.84","26.2","371","2"
"1667063177","43193.005555556","5","5","17.47","69.89","6.63","93.99","3"
"1755920791","43217.045833333","1","2","13.2","52.79","5.02","71","5"
"1445754858","43123.027777778","2","3","18.16","72.62","6.9","98","1"
"OSN_942343731","43200.904861111","4","50.98","7.25","29","2.75","39","5"
"OSN_864210865","43143.920138889","3","24.3","7.43","29.74","2.83","40","5"
"1879151881","43246.975694444","50","102","202.04","843.16","78.53","1124","3"
"1925727032","43258.993055556","4","4","22.97","91.87","8.72","124","3"
"1392587605","43105.022916667","9","33","36.35","145.41","13.81","196","3"
"1975133362","43270.985416667","34","85","147.64","590.55","56.1","794","5"
"1886933977","43249.047916667","1","2","15.8","63.2","6","85","2"
"1805491799","43228.976388889","12","38","51.3","205.21","19.49","276","4"
"1837387751","43235.879861111","2","5","39.59","158.38","15.05","213","5"
"1415699700","43113.032638889","30","59","91.92","367.69","34.93","495","5"
"1863708176","43242.936805556","6","29","29.08","116.32","11.05","156","4"
"1875581556","43246.198611111","2","3","13.38","53.53","5.09","72","2"
"1487846783","43136.967361111","2","3","18.16","72.62","6.9","98","4"
"1588647926","43168.588888889","9","35","41.89","167.56","15.92","225","3"
"1583851159","43166.934722222","14","44","44.72","178.88","16.99","240.59","4"
"1406249362","43109.960416667","14","45","39.94","159.76","15.18","215","4"
"1605831553","43174.024305556","1","2","15.99","63.94","6.08","86.01","5"
"1971234299","43269.926388889","20","50","89.72","358.87","34.08","483","4"
"1849251235","43239.080555556","10","25","30.11","120.45","11.44","162","4"
"1469375827","43130.995138889","6","28","25.72","102.88","9.77","138","5"
"1809462344","43230.038888889","10","32","31.97","127.88","12.14","172","4"
"1785243107","43223.974305556","7","32","28.62","114.5","10.88","154","4"
"1600075005","43172.088888889","1","14","15.88","63.52","6.04","85.44","5"
"1875026470","43245.90625","30","83","87.55","385.18","35.02","508","5"
"1945190555","43263.945138889","5","6","26.39","105.58","10.03","142","3"
"1650200797","43187.897916667","4","31","33.47","133.86","12.71","180.04","3"
"1866988631","43243.899305556","19","60","50.93","203.72","19.36","274","5"
"1901797731","43252.893055556","6","37","82.4","329.62","31.32","443","2"
"OSN_1038422797","43269.9375","13","49.77","56.32","225.29","21.4","303","5"
"1837441419","43235.891666667","2","4","28","112.01","10.64","151","5"
"1436097952","43120.068055556","11","34","33.28","133.12","12.65","179","4"
"1662764410","43191.868055556","18","0","105.8","423.2","40.2","569.2","4"
"1805539421","43229.013194444","2","2","18.18","72.73","6.91","98","4"
"1894096828","43251.013194444","10","30","35.69","142.75","13.56","192","3"
"1667020355","43192.965972222","57","105","169.66","713.64","66.22","949.52","2"
"2002542565","43278.117361111","12","32","47.74","190.96","18.14","257","5"
"1545594124","43154.968055556","1","1","15","60","5.7","80.7","4"
"1451723415","43125.013888889","6","7","26.15","104.61","9.94","141","4"
"1755870307","43217.013888889","2","2","17.66","70.63","6.71","95","3"
"1693041478","43200.984722222","5","6","23.42","93.68","8.9","126","1"
"1875394653","43245.997222222","11","32","46.65","186.62","17.73","251","4"
"1971160997","43269.911111111","7","47","50.93","203.72","19.36","274","3"
"1590064262","43168.876388889","22","53","57.17","228.7","21.74","307.61","4"
"1669965733","43194.0875","4","4","15.52","62.08","5.89","83.49","3"
"1555923347","43157.907638889","12","49","40.6","162.4","15.43","218.43","5"
"1395275101","43106.014583333","2","2","13.27","53.09","5.04","71","4"
"1692916928","43200.916666667","12","51","43.72","174.88","16.61","235.21","4"
"1463330448","43128.954861111","4","8","25.26","101.05","9.6","136","5"
"1477535415","43133.929166667","2","7","14.74","58.96","5.6","79","5"
"1925468512","43258.888888889","5","30","27.36","109.44","10.39","147","5"
"1971347881","43269.979861111","2","3","17.66","70.63","6.71","95","5"
"1403633895","43108.921527778","31","86","101.02","404.08","38.38","543","1"
"1426811896","43117.083333333","3","3","13.2","52.82","5.02","71","4"
"1513139015","43144.934722222","2","3","18.93","75.72","7.2","101.85","5"
"1789779893","43225.311805556","3","4","19.52","78.06","7.41","105","2"
"1833577107","43234.894444444","7","47","35.69","142.75","13.56","192","4"
"1952155714","43265.935416667","17","71","100.52","402.09","38.2","541","2"
"1580856103","43165.923611111","20","59","58.76","235.04","22.33","316.13","4"
"1594886694","43170.629861111","2","3","15.99","63.94","6.08","86.01","3"
"1653966652","43189.209027778","6","5","18.22","72.86","6.92","98","3"
"1386698966","43102.919444444","13","51","53.89","215.58","20.48","290","4"
"1978870474","43271.95625","2","3","23.96","95.82","9.1","129","3"
"1666868760","43192.902083333","31","74","95.68","417.72","38.11","551.51","5"
"1889943360","43249.879166667","7","49","37.36","149.44","14.19","201","2"
"1875390242","43245.993055556","2","3","23.96","95.82","9.1","129","3"
"1469509616","43131.215277778","27","52","64.41","257.64","24.47","347","3"
"2005661627","43278.982638889","27","64","105.07","420.26","39.92","565","4"
"1813843011","43230.914583333","31","74","114.03","456.1","43.34","613","5"
"1726007683","43210.057638889","6","6","19.12","76.48","7.26","103","5"
"1986858634","43273.897222222","30","88","147.96","626.82","57.97","833","5"
"1693038618","43200.991666667","24","50","67.52","270.08","25.65","363.25","5"
"1970917904","43269.865972222","9","52","61.52","246.1","23.38","331","1"
"1841265537","43236.920833333","4","8","31.33","125.33","11.91","169","4"
"2012348365","43280.911805556","4","33","55.17","220.66","20.96","297","4"
"OSN_894697965","43165.884722222","4","41.88","7.43","29.74","2.83","40","3"
"1583833668","43166.929861111","21","58","62.08","248.32","23.59","333.99","4"
"1519290861","43146.972916667","2","3","17.34","69.36","6.59","93.29","5"
"1922347565","43258.058333333","4","5","15.8","63.2","6","85","2"
"1487786064","43136.938194444","16","42","41.92","167.68","15.93","226","4"
"1801809034","43227.93125","14","42","57.7","230.8","21.93","310","4"
"1922363539","43258.079861111","1","1","12","48","4.56","65","2"
"1863616791","43242.900694444","5","9","19.77","79.07","7.51","106","5"
"1644029494","43185.906944444","5","44","39.96","159.85","15.18","214.99","5"
"1978698664","43271.902777778","8","41","47.58","190.34","18.08","256","4"
"1751239192","43215.913194444","1","16","23.64","94.56","8.98","127","3"
"1672980427","43195.020833333","26","48","68.59","274.35","26.07","369.01","2"
"OSN_931018131","43192.959027778","2","9.32","7.25","29","2.75","39","3"
"1581026188","43166.047916667","50","103","156","659","61.03","876.03","5"
"1897636816","43251.98125","4","6","24.46","97.86","9.29","132","3"
"1469313458","43130.953472222","8","37","30.22","120.88","11.48","163","4"
"1844796220","43237.877777778","5","34","28.95","115.79","11","156","4"
"1583884254","43166.952777778","8","33","33.08","132.32","12.57","177.97","3"
"1672810892","43194.922222222","49","119","183.71","769.86","71.56","1025.13","4"
"1801789066","43227.940277778","31","53","85.22","410.9","35.89","532","3"
"1594895001","43170.63125","1","3","14.5","57.99","5.51","78","5"
"1403687918","43108.954166667","3","25","21.22","84.88","8.06","114","3"
"1539306297","43153.005555556","2","3","19.88","79.5","7.56","107","4"
"1460511926","43128.016666667","3","4","15.28","61.12","5.81","82","4"
"1590282028","43168.915972222","11","44","40.52","162.08","15.39","217.99","4"
"1860775861","43242.20625","5","5","17.1","68.4","6.5","92","3"
"1466624574","43129.942361111","16","42","41.92","167.68","15.93","226","3"
"1922033025","43257.888888889","32","66","96.96","457.84","40.34","595","1"
"1669953822","43194.057638889","2","8","20.33","81.31","7.72","109.36","3"
"1513117150","43144.925","19","49","47.86","191.44","18.18","257.48","5"
"1643960956","43185.896527778","22","52","73.49","293.98","27.93","395","4"
"OSN_1047984479","43279.015277778","2","10.48","13.07","52.27","4.96","70","5"
"1922268882","43257.985416667","10","43","39.96","159.85","15.18","215","1"
"1635020360","43182.897916667","16","56","65.59","262.36","24.93","352.88","5"
"1860359909","43241.894444444","5","35","35.5","142.01","13.49","191","4"
"1801878997","43227.963194444","27","52","80.98","323.91","30.78","436","4"
"1781339433","43223.009027778","7","7","24.35","97.4","9.25","131","2"
"1948657991","43264.98125","18","38","75.09","300.37","28.54","404","4"
"1669692931","43193.891666667","31","66","94.08","446.32","39.25","579.65","4"
"1432528137","43118.904166667","8","30","28.36","113.44","10.78","153","4"
"1404656770","43109.501388889","7","41","34.07","136.27","12.94","183","2"
"OSN_855959529","43138.515972222","8","41.52","11.23","44.91","4.27","60","5"
"1925719042","43258.994444444","3","3","20.64","82.54","7.85","111","4"
"1590426176","43168.965972222","3","5","21.38","85.5","8.13","115.01","3"
"OSN_1045750055","43276.902777778","3","13.33","7.43","29.74","2.83","40","5"
"OSN_980460049","43223.889583333","5","29.33","21.89","87.54","8.32","118","3"
"1445800934","43123.099305556","27","50","63.84","255.36","24.26","343","5"
"1542030824","43153.890972222","8","45","32.62","130.48","12.39","175.49","5"
"1875464612","43246.038194444","7","7","20.86","83.44","7.92","112","2"
"OSN_1032326693","43263.89375","6","56.53","26.74","106.94","10.16","144","5"
"1789054936","43224.898611111","16","52","67.41","269.62","25.61","363","4"
"1545806667","43155.165277778","11","35","34.06","136.24","12.94","183.24","4"
"1975102019","43270.965972222","5","5","27.7","110.78","10.53","149","3"
"1577991711","43164.952083333","10","49","37","148","14.06","199.06","2"
"OSN_1010876319","43244.896527778","15","49.53","46.84","207.6","18.81","273","5"
"1999299143","43277.031944444","27","46","66","264","25.08","355","5"
"1539325668","43153.025","1","2","15.13","60.5","5.75","81.38","5"
"1689759563","43199.902777778","8","44","36.99","147.95","14.06","199","5"
"1451836307","43125.197222222","27","50","63.84","255.36","24.26","343","2"
"1477570739","43133.932638889","10","29","42.81","171.24","16.26","230","4"
"1925499790","43258.895138889","13","47","50.37","201.5","19.15","271","5"
"1721687073","43209.033333333","30","50","77.7","345.78","31.28","455","3"
"1625834562","43179.975694444","4","7","22.72","90.88","8.62","122.22","2"
"1653833853","43189.010416667","13","34","35.5","142.01","13.49","191","3"
"1805302178","43228.907638889","9","33","55.87","223.5","21.24","301","4"
"1886876864","43248.988888889","14","35","37.36","149.44","14.19","201","3"
"1415545727","43112.95","12","48","38.2","152.8","14.52","206","4"
"1860307145","43241.876388889","9","52","40.01","160.06","15.2","215","4"
"1743609429","43214.006944444","4","5","22.12","88.47","8.4","119","5"
"1602838266","43172.972222222","6","28","31.23","124.9","11.87","168","2"
"1561947875","43159.898611111","15","57","46.46","185.83","17.65","249.94","4"
"1516287019","43145.967361111","32","69","126.87","567.5","51.22","745.59","3"
"1510447480","43143.933333333","2","3","17.34","69.36","6.59","93.29","5"
"1879212146","43247.004166667","5","5","31.97","127.88","12.14","172","4"
"1519396535","43147.082638889","1","1","13.31","53.24","5.06","71.61","3"
"1390528957","43104.426388889","7","42","58.34","233.36","22.17","314","5"
"1897571851","43251.945138889","6","43","54.28","217.1","20.63","292","4"
"1894097916","43251.0125","5","5","26.21","104.83","9.96","141","5"
"1412207967","43112.027083333","10","35","32.38","129.52","12.31","174","3"
"1600040571","43172.03125","1","2","16.91","67.66","6.42","90.99","5"
"1893960214","43250.954861111","4","27","22.78","91.12","8.66","123","5"
"1725484191","43209.882638889","22","65","72.46","289.82","27.54","390","5"
"1490464077","43137.880555556","2","5","18.6","74.38","7.07","100","5"
"1941621479","43262.903472222","14","51","49.94","199.78","18.98","269","5"
"1650320935","43187.922222222","11","37","46.35","185.4","17.62","249.37","2"
"1392517705","43104.972222222","13","42","38.44","153.76","14.61","207","5"
"1536308281","43152.061111111","10","32","33.4","133.6","12.69","179.69","3"
"1801621223","43227.892361111","2","6","19.24","76.95","7.31","104","5"
"1435748291","43119.910416667","2","38","38.83","155.3","14.74","209","5"
"1833673006","43234.913888889","32","83","113.75","490.02","44.97","649","5"
"1635032930","43182.897916667","9","38","44.35","177.4","16.85","238.6","4"
"1650799598","43188.35","9","37","39.78","159.1","15.12","214","3"
"1897642413","43251.976388889","3","5","19.32","77.27","7.34","104","4"
"1644180887","43185.982638889","7","7","20.62","82.5","7.84","110.96","2"
"1922316732","43258.013888889","3","4","18.96","75.84","7.2","102","5"
"1918269116","43256.8875","31","68","101.9","477.62","42.22","622","3"
"1930041650","43259.991666667","49","96","216","899","83.83","1199","3"
"OSN_838822573","43125.909027778","2","26.72","8.36","33.46","3.18","45","5"
"1609094617","43174.877777778","21","51","60.62","242.47","23.04","326.13","5"
"1905385035","43254.247222222","17","42","62.12","248.48","23.6","334","5"
"1717303296","43207.90625","41","90","121","518.99","47.72","687.71","5"
"2012802940","43281.105555556","8","25","31.96","127.84","12.14","172","4"
"1652444638","43188.738888889","7","34","33.46","133.82","12.71","179.99","4"
"1915119202","43256.140277778","2","18","16.84","67.36","6.4","91","4"
"1510354207","43143.903472222","10","38","46.38","185.52","17.63","249.53","5"
