booking id,booking_date_time,distance_travelled,time_taken,commission_base_cost,driver_base_cost,total_tax,total_trip_cost,ratings,cluster_kmeans,cluster_gmm
1448585256,43124.053472222,4,22.0,19.99,79.95,7.6,108.0,3,7,4
1587063439,43167.902777778,21,53.0,54.59,218.37,20.74,293.7,2,2,1
1469232786,43130.918055556,2,26.0,25.23,100.92,9.58,136.0,5,3,4
1897442649,43251.904861111,17,49.0,75.5,301.99,28.69,406.0,4,0,1
1890430600,43250.284722222,5,5.0,0.0,43.51,3.49,47.0,5,5,7
1863634373,43242.908333333,24,53.0,80.72,322.89,30.67,434.0,4,0,1
1496709137,43139.946527778,9,40.0,37.62,150.47,14.29,202.0,5,3,4
1894006743,43250.959722222,4,5.0,15.8,63.2,6.0,85.0,3,1,0
1675957875,43195.972222222,10,42.0,37.92,151.67,14.41,204.0,5,3,4
1608823331,43174.833333333,8,63.0,35.38,141.51,13.45,190.34,4,7,4
1945219090,43263.955555556,16,50.0,44.68,213.72,18.73,277.0,4,5,5
1983009844,43273.010416667,2,3.0,19.37,77.48,7.36,104.0,5,5,0
1726024499,43210.096527778,30,45.0,72.79,361.16,31.16,465.0,4,0,5
1432888888,43119.230555556,1,2.0,14.06,56.24,5.34,76.0,3,7,0
1559112146,43159.158333333,8,7.0,29.78,119.11,11.32,160.21,4,7,4
1406230615,43109.953472222,30,64.0,81.76,387.04,34.07,503.0,4,4,5
1703503007,43203.921527778,3,9.0,29.93,119.7,11.38,161.01,5,5,0
1837673701,43235.945833333,30,54.0,90.08,430.32,37.73,558.0,5,0,5
1436090154,43120.05625,10,37.0,42.87,171.5,16.3,231.0,5,3,4
1562217322,43159.997916667,34,65.0,98.2,452.8,40.32,591.32,1,2,5
1914413814,43255.866666667,4,26.0,45.12,180.48,17.14,243.0,5,5,2
1902254721,43253.091666667,3,22.0,20.7,82.81,7.86,111.0,5,5,2
1578032330,43164.975,4,6.0,22.85,91.39,8.68,122.92,4,7,0
1561957211,43159.895833333,5,37.0,29.48,117.92,11.21,158.61,3,7,4
1542320253,43154.040972222,12,35.0,34.66,138.64,13.17,186.47,1,2,4
1925755846,43259.025,1,2.0,19.2,76.8,7.3,103.0,4,5,0
1590269235,43168.909027778,3,7.0,23.13,92.54,8.79,124.46,4,7,0
OSN_1031259967,43263.061111111,2,8.15,12.01,48.03,4.56,65.0,4,5,2
1948739207,43265.072916667,7,16.0,33.18,132.72,12.62,179.0,4,5,2
1384964723,43102.477083333,2,5.0,18.07,72.3,6.87,97.0,4,7,0
1474652045,43133.004861111,27,58.0,69.6,278.4,26.45,374.0,3,4,1
1522401553,43147.927777778,10,65.0,44.8,179.2,17.02,241.02,4,7,4
1423623665,43115.922222222,7,48.0,33.28,133.12,12.65,179.0,5,3,4
1533218369,43151.015277778,2,3.0,18.6,74.4,7.07,100.07,4,7,0
1557756493,43158.657638889,2,3.0,17.16,68.64,6.52,92.32,3,7,0
1587269713,43167.988888889,11,35.0,33.22,132.88,12.62,178.72,1,2,4
1451364220,43124.886805556,21,46.0,59.57,238.27,22.64,320.0,5,4,1
1841468751,43236.999305556,2,3.0,17.84,71.38,6.78,96.0,2,1,0
1379681388,43101.043055556,34,0.0,188.2,752.8,71.52,1013.0,4,4,6
1809050103,43229.886805556,20,76.0,92.62,405.5,36.95,535.0,4,0,5
1386687474,43102.915277778,7,40.0,43.73,174.94,16.62,235.0,4,7,4
1925657409,43258.946527778,11,37.0,34.57,138.29,13.13,186.0,5,5,2
1824333622,43232.977083333,7,31.0,74.92,299.67,28.46,403.0,4,5,1
1602851481,43172.980555556,3,19.0,25.39,101.55,9.66,136.6,5,3,4
1948636538,43264.972916667,19,48.0,81.6,326.39,31.01,439.0,5,0,1
1395318949,43106.080555556,13,33.0,37.76,151.03,14.35,203.0,5,3,4
1605652361,43173.916666667,31,54.0,91.36,365.44,34.72,491.52,4,4,1
1975124680,43270.980555556,4,5.0,24.35,97.4,9.25,131.0,4,5,0
1867088074,43243.928472222,36,92.0,116.93,502.72,46.18,666.0,5,0,5
OSN_893245247,43164.877777778,2,18.82,8.36,33.46,3.18,45.0,2,2,4
1699635454,43202.916666667,25,56.0,66.35,265.41,25.21,356.97,4,0,1
1513344218,43145.163888889,10,30.0,29.56,118.26,11.23,159.05,3,7,4
1860693332,43242.051388889,2,3.0,17.96,71.84,6.82,97.0,1,1,0
1696175279,43201.8875,31,82.0,97.28,424.12,38.72,560.12,5,0,5
1536016083,43151.897916667,12,51.0,44.43,177.73,16.89,239.05,4,7,4
1635188251,43182.934722222,11,53.0,48.7,194.79,18.51,262.0,3,7,4
1699928483,43203.057638889,53,87.0,154.46,652.84,60.44,867.74,3,6,5
1466731884,43130.004166667,7,21.0,32.29,129.15,12.28,174.0,5,3,4
1609412035,43175.056944444,21,52.0,67.72,270.9,25.72,364.34,5,4,1
1699923999,43203.051388889,4,5.0,16.36,65.42,6.21,87.99,5,5,0
OSN_830114007,43119.975,3,31.33,10.22,40.89,3.88,55.0,4,7,1
1893507715,43250.888888889,16,0.0,279.8,1119.2,106.32,1505.0,3,6,6
1875172175,43245.922222222,7,35.0,55.2,220.82,20.98,297.0,5,5,2
1717415355,43207.940277778,5,29.0,26.35,105.42,10.01,141.78,4,5,4
1978635667,43271.895833333,6,42.0,43.68,174.72,16.6,235.0,5,5,2
1897390049,43251.899305556,2,5.0,25.66,102.62,9.75,138.0,4,5,0
1915058897,43256.013194444,1,2.0,16.8,67.2,6.38,90.0,3,1,0
1897421274,43251.898611111,2,4.0,19.7,78.81,7.49,106.0,4,5,0
1522408586,43147.926388889,4,21.0,21.22,84.88,8.06,114.16,4,7,4
1538295304,43152.743055556,29,146.0,101.88,467.51,41.72,611.11,1,2,6
1860417085,43241.897916667,11,41.0,38.13,152.5,14.49,205.0,5,5,2
1941663987,43262.922916667,27,64.0,99.96,399.84,37.98,538.0,4,0,1
1986895386,43273.910416667,3,25.0,50.36,201.43,19.14,271.0,3,1,2
1941824509,43262.993055556,15,44.0,44.92,214.7,18.83,278.0,2,1,5
1925534325,43258.904861111,13,49.0,67.29,269.14,25.57,362.0,1,1,2
1948560367,43264.934722222,3,18.0,26.77,107.07,10.18,144.0,5,5,2
1609135429,43174.8875,3,30.0,25.09,100.37,9.54,135.0,5,3,4
1532964238,43150.902777778,3,7.0,16.4,65.6,6.23,88.23,3,7,0
1725615702,43209.906944444,26,66.0,90.62,362.5,34.44,488.0,1,2,1
1974980263,43270.921527778,2,6.0,19.26,77.05,7.32,104.0,4,5,0
1650445277,43187.986111111,4,5.0,17.83,71.31,6.78,95.92,2,2,0
1409033972,43110.934027778,10,34.0,45.38,181.52,17.25,244.0,3,7,4
1539014398,43152.8875,7,44.0,33.8,135.2,12.84,181.84,4,7,4
1395093516,43105.914583333,4,28.0,26.36,105.42,10.01,142.0,5,3,4
1879114953,43246.9625,15,42.0,70.73,282.92,26.88,381.0,4,0,1
1490669189,43137.954861111,4,5.0,15.32,61.29,5.82,82.0,3,7,0
1423587283,43115.910416667,10,38.0,33.16,132.64,12.6,178.0,5,3,4
1605253243,43173.820833333,6,47.0,32.84,131.36,12.48,176.68,5,3,4
1496827012,43140.0125,30,68.0,94.41,377.65,35.87,508.0,3,4,1
1675777417,43195.902083333,12,45.0,46.56,186.24,17.69,250.49,5,3,4
1841147764,43236.888194444,7,31.0,89.3,357.21,33.94,480.0,4,0,1
1844879080,43237.8875,32,81.0,137.36,584.44,53.94,776.0,2,6,5
1930312436,43260.280555556,1,3.0,16.84,67.36,6.4,91.0,4,5,0
1653879756,43189.065277778,7,27.0,30.28,121.12,11.51,162.91,3,7,4
1408975269,43110.913888889,11,44.0,41.37,165.49,15.72,223.0,3,7,4
1392433726,43104.916666667,15,45.0,50.97,203.9,19.37,274.0,4,7,4
1526048516,43149.082638889,3,3.0,19.8,79.2,7.52,106.52,3,7,0
2002526345,43278.064583333,30,48.0,86.64,346.56,32.93,466.0,2,1,1
1602702231,43172.904166667,8,49.0,38.95,155.79,14.8,209.54,4,7,4
1435670218,43119.880555556,7,31.0,56.88,227.5,21.62,306.0,4,7,1
1921968093,43257.881944444,31,68.0,122.82,561.3,50.17,734.0,5,0,5
1894094389,43251.009722222,51,96.0,162.64,685.56,63.56,912.0,5,6,5
1689952361,43199.9875,7,29.0,30.52,122.08,11.6,164.2,2,1,4
1403579840,43108.897222222,11,52.0,43.0,172.02,16.34,231.0,3,7,4
1941535147,43262.890972222,8,44.0,48.84,195.36,18.56,263.0,3,1,2
1451810801,43125.148611111,30,57.0,92.17,368.67,35.02,496.0,3,4,1
1516250068,43145.949305556,5,28.0,23.8,95.2,9.04,128.04,3,7,4
1870352079,43244.892361111,29,81.0,126.77,542.06,49.92,719.0,5,0,5
1590381195,43168.949305556,12,42.0,41.08,164.31,15.61,221.0,5,3,4
1487683242,43136.902777778,3,29.0,36.77,147.07,13.98,198.0,5,3,4
1886581333,43248.885416667,8,42.0,51.32,205.28,19.5,276.0,5,5,2
1653466706,43188.9,12,59.0,53.09,212.35,20.18,285.62,2,2,4
1747066715,43214.89375,1,3.0,18.21,72.82,6.92,98.0,4,5,0
1558756410,43158.883333333,5,35.0,26.67,106.68,10.13,143.48,3,7,4
1787880720,43224.735416667,13,63.0,60.22,240.9,22.89,324.0,5,5,2
1846605528,43238.565277778,8,42.0,52.44,209.77,19.92,282.0,3,1,2
OSN_926021013,43188.906944444,2,16.08,7.25,29.0,2.75,39.0,5,3,4
1650397119,43187.9625,20,47.0,61.71,246.84,23.45,332.0,5,4,1
1643979126,43185.892361111,2,5.0,21.38,85.5,8.13,115.01,3,7,0
1945056939,43263.904166667,5,34.0,37.01,148.04,14.06,199.0,3,1,2
1613291150,43175.988888889,7,29.0,37.92,151.67,14.41,204.0,2,2,4
1999059854,43276.90625,11,38.0,66.95,267.79,25.44,360.0,2,1,2
1602898467,43173.027777778,1,2.0,15.8,63.2,6.0,85.0,5,3,0
1717241915,43207.892361111,31,75.0,96.52,421.08,38.42,556.02,5,0,5
1757237252,43217.495833333,54,55.0,242.2,968.8,92.04,1303.0,5,6,6
1469299763,43130.948611111,3,4.0,17.63,70.53,6.7,95.0,3,7,0
1580867281,43165.927777778,13,44.0,38.4,153.6,14.59,206.59,5,3,4
1609208331,43174.914583333,7,45.0,35.89,143.55,13.64,193.08,5,3,4
1948368288,43264.882638889,16,63.0,53.31,248.22,22.01,324.0,3,1,5
1870510805,43244.929166667,13,35.0,39.58,158.31,15.04,213.0,3,1,2
1466600101,43129.927083333,11,40.0,47.32,189.28,17.98,255.0,4,7,4
2012356947,43280.908333333,7,52.0,69.89,279.55,26.56,376.0,4,5,2
1423864616,43116.084722222,5,5.0,22.64,90.58,8.61,122.0,5,3,0
1982957139,43272.977083333,3,4.0,14.2,56.8,5.4,76.0,1,1,0
1432525692,43118.902777778,5,38.0,29.09,116.35,11.06,157.0,4,7,4
1999042398,43276.9,5,9.0,24.35,97.4,9.25,131.0,5,5,0
1971415622,43270.022916667,2,2.0,23.23,92.94,8.83,125.0,5,5,0
2005424087,43278.888194444,4,38.0,51.33,205.32,19.51,276.0,4,5,2
1784920670,43223.918055556,16,45.0,51.88,207.52,19.72,279.0,2,1,1
1952198595,43265.965277778,1,2.0,26.59,106.38,10.11,143.0,3,1,2
1423957988,43116.2125,1,2.0,14.55,58.21,5.53,78.0,5,3,0
1590361061,43168.942361111,14,53.0,47.64,190.56,18.11,256.31,1,2,4
1860581045,43241.954166667,21,56.0,52.2,208.8,19.84,281.0,5,5,1
1647472303,43187.354166667,9,28.0,29.64,118.55,11.27,159.46,4,7,4
1756003900,43217.18125,20,35.0,47.96,191.82,18.22,258.0,3,1,1
1801671054,43227.909722222,16,51.0,59.09,236.35,22.46,318.0,4,0,1
1760800325,43217.923611111,20,56.0,99.69,398.74,37.88,536.0,1,1,1
1721711478,43209.05625,9,25.0,36.21,144.85,13.76,195.0,2,1,4
1986952594,43273.925,3,6.0,25.09,100.37,9.54,135.0,4,5,0
1755488735,43216.91875,11,49.0,67.16,268.63,25.52,361.0,4,5,1
1477506731,43133.913888889,2,5.0,19.21,76.84,7.3,103.0,3,7,0
1781035479,43222.890972222,5,30.0,33.23,132.94,12.63,179.0,1,1,4
1542253214,43153.984722222,4,24.0,21.4,85.6,8.14,115.14,4,7,4
1466702936,43129.986111111,8,32.0,34.52,138.06,13.11,186.0,2,2,4
1656684173,43189.886805556,2,5.0,19.33,77.32,7.35,104.0,4,7,0
1833603558,43234.897222222,5,44.0,34.39,137.54,13.07,185.0,5,5,2
1635291496,43182.976388889,8,28.0,31.76,127.04,12.07,170.87,4,7,4
1429712933,43118.084027778,30,58.0,91.39,365.57,34.73,492.0,4,4,1
1675838855,43195.913194444,2,5.0,19.94,79.76,7.58,107.0,2,2,0
1948562674,43264.93125,3,4.0,25.89,103.56,9.84,139.0,3,1,0
2002412762,43277.952083333,1,2.0,22.81,91.24,8.67,123.0,2,1,0
2000475031,43277.521527778,22,55.0,53.29,213.18,20.25,287.0,3,1,1
1600002058,43171.994444444,6,25.0,29.75,119.0,11.3,160.05,3,7,4
1590519047,43169.025,12,33.0,42.38,169.52,16.11,228.01,2,2,4
1852841033,43240.021527778,5,16.0,28.25,112.99,10.72,152.0,4,5,2
1721235616,43208.884722222,8,48.0,34.85,139.4,13.24,187.0,4,5,4
1424091811,43116.386805556,34,0.0,279.8,779.2,89.32,1148.0,5,6,3
1542290502,43154.002777778,11,30.0,45.92,183.68,17.45,247.05,4,7,4
1609404347,43175.038888889,2,3.0,16.54,66.17,6.29,89.0,3,7,0
1445758654,43123.034027778,7,27.0,32.21,128.84,12.24,173.0,3,7,4
1602822327,43172.959027778,14,40.0,47.04,188.15,17.88,253.07,5,3,4
1650226692,43187.895833333,4,8.0,23.05,92.19,8.76,124.0,3,7,0
1403762700,43109.0,13,35.0,36.34,145.36,13.81,196.0,1,2,4
1999267917,43276.995138889,10,39.0,41.52,166.06,15.77,223.0,5,5,2
1982893257,43272.949305556,27,53.0,131.04,524.16,49.8,705.0,3,0,1
1594199690,43170.45625,4,6.0,21.93,87.74,8.34,118.01,5,3,0
1650214700,43187.897222222,4,7.0,25.61,102.43,9.73,137.77,4,7,0
1847018801,43238.6625,13,43.0,52.47,209.88,19.93,282.0,5,5,2
1751615411,43216.044444444,27,46.0,66.0,264.0,25.08,355.0,5,0,1
1609484436,43175.2,22,40.0,23.44,293.76,18.91,336.0,3,7,6
1466655341,43129.956944444,2,5.0,19.22,76.86,7.3,103.0,4,7,0
1755402504,43216.907638889,49,130.0,187.69,785.78,73.07,1047.0,3,6,6
1747447624,43215.065277778,4,5.0,16.36,65.42,6.21,88.0,3,1,0
1605869153,43174.095138889,11,33.0,39.87,159.5,15.16,214.53,4,7,4
1516164458,43145.915277778,14,47.0,52.04,208.18,19.78,280.0,5,3,4
1971338113,43269.961111111,15,52.0,58.85,270.39,24.11,353.0,4,0,5
1721739250,43209.100694444,2,2.0,13.38,53.53,5.09,72.0,4,5,0
1886872005,43248.981944444,11,35.0,34.2,136.8,13.0,184.0,4,5,2
1773357829,43220.903472222,8,42.0,42.96,171.82,16.32,231.0,3,1,4
2002278968,43277.919444444,4,33.0,40.46,161.83,15.37,218.0,4,5,2
1435737386,43119.897916667,17,52.0,65.07,260.29,24.72,350.0,5,4,1
1978923834,43271.9875,37,71.0,114.62,493.48,45.3,653.0,5,0,5
1513261759,43145.0125,12,30.0,32.92,131.68,12.51,177.11,3,7,4
1580733776,43165.888888889,4,42.0,28.08,112.34,10.67,151.09,5,3,4
1999324778,43277.081944444,6,5.0,18.22,72.88,6.92,98.0,4,5,0
1516047797,43145.886805556,7,49.0,37.24,148.98,14.15,200.37,5,3,4
1863772227,43242.970833333,15,47.0,52.18,243.7,21.58,317.0,5,5,5
1469479466,43131.160416667,10,30.0,29.56,118.26,11.23,159.0,4,7,4
1713777156,43206.904166667,31,100.0,97.3,389.18,36.98,523.46,4,0,5
1978657965,43271.888194444,36,83.0,160.02,710.1,64.31,821.0,4,6,3
1785372462,43223.995138889,27,45.0,86.25,344.98,32.77,464.0,4,0,1
2005685207,43278.995833333,4,4.0,17.34,69.34,6.59,93.0,4,5,0
1675915813,43195.947916667,2,3.0,13.38,53.53,5.09,72.0,5,3,0
1500093382,43140.909722222,2,24.0,43.37,173.49,16.48,233.0,3,7,1
1726011289,43210.065277778,2,2.0,13.2,52.79,5.02,71.0,5,5,0
1849229858,43239.054166667,6,5.0,18.34,73.36,6.97,99.0,4,5,0
1656107145,43189.785416667,7,42.0,34.2,136.82,13.0,184.02,3,7,4
1559067172,43159.061111111,5,17.0,21.9,87.62,8.32,117.84,2,2,4
1889958469,43249.890972222,2,5.0,16.39,65.57,6.23,88.0,5,5,0
1867080458,43243.928472222,13,43.0,38.14,152.56,14.5,205.0,4,5,2
1934158299,43261.05625,2,3.0,17.66,70.63,6.71,95.0,2,1,0
1429379852,43117.879166667,8,47.0,42.47,169.88,16.13,228.0,3,7,4
1879420469,43247.250694444,8,23.0,31.56,126.24,12.0,170.0,3,1,2
1545802158,43155.163194444,3,3.0,18.6,74.4,7.07,100.07,3,7,0
1474593545,43132.965972222,11,45.0,36.22,144.88,13.76,195.0,3,7,4
1929827861,43259.931944444,12,49.0,63.63,254.5,24.18,342.0,3,1,2
1951977651,43265.888194444,7,51.0,56.69,226.77,21.54,305.0,4,5,2
1918447646,43256.928472222,17,40.0,67.76,271.04,25.75,365.0,5,5,1
1930091125,43260.01875,5,5.0,25.09,100.37,9.54,135.0,4,5,0
1781268625,43222.970833333,9,35.0,37.55,150.18,14.27,202.0,2,1,4
1721242776,43208.890972222,3,35.0,24.58,98.32,9.34,132.0,4,5,4
1982724949,43272.897222222,13,49.0,105.58,422.3,40.12,568.0,4,0,1
1679361943,43196.908333333,18,55.0,66.33,265.31,25.21,356.85,2,2,1
1860640104,43241.990277778,2,3.0,17.8,71.2,6.76,96.0,3,1,0
1773360894,43220.914583333,7,48.0,43.51,174.03,16.53,234.0,5,5,4
1983024895,43273.027083333,6,7.0,19.33,77.32,7.35,104.0,5,5,0
1833938658,43235.08125,5,5.0,18.77,75.1,7.14,101.0,5,5,0
1587305969,43168.011805556,7,17.0,29.08,116.32,11.06,156.46,5,3,4
1669942055,43194.0375,8,28.0,32.72,130.88,12.43,176.03,2,2,4
1409136629,43110.995138889,8,34.0,40.54,162.16,15.41,218.0,5,3,4
1837742339,43235.952777778,10,28.0,43.0,172.0,16.34,231.0,3,1,2
1675937321,43195.959722222,5,20.0,22.87,91.5,8.7,123.07,5,3,4
1469424954,43131.046527778,7,18.0,29.21,116.85,11.1,157.0,2,2,4
1445767958,43123.045833333,3,4.0,15.58,62.32,5.92,84.0,1,2,0
1590546645,43169.052777778,1,2.0,15.8,63.2,6.0,85.0,4,7,0
1814297596,43231.029166667,4,5.0,24.49,97.96,9.31,132.0,2,1,0
1730884576,43210.930555556,7,33.0,37.55,150.18,14.27,202.0,3,1,4
1649392060,43187.75625,14,66.0,50.56,202.23,19.21,272.0,3,7,4
1863673452,43242.923611111,3,7.0,21.56,86.25,8.19,116.0,5,5,0
1496782017,43140.002777778,11,27.0,31.78,227.12,17.08,276.0,5,3,5
1403648249,43108.927083333,6,29.0,29.66,118.65,11.27,160.0,4,7,4
1890250664,43250.025694444,12,30.0,39.41,157.62,14.97,212.0,1,1,2
1650224428,43187.901388889,3,23.0,28.52,114.06,10.84,153.42,5,3,4
1714125045,43207.176388889,5,5.0,17.1,68.4,6.5,92.0,5,5,0
1867005340,43243.9,6,38.0,37.36,149.44,14.19,201.0,5,5,2
1577951048,43164.936111111,20,52.0,49.6,198.4,18.85,266.85,2,2,1
1755865122,43217.006944444,2,3.0,18.08,72.33,6.87,97.0,5,5,0
1717752831,43208.2875,63,104.0,197.55,825.22,76.82,1100.0,3,6,5
1562310275,43160.110416667,2,12.0,15.88,63.52,6.04,85.44,2,2,4
1409159747,43111.015972222,14,35.0,36.82,147.28,13.99,198.0,3,7,4
1660052303,43190.926388889,20,57.0,106.68,310.6,34.74,452.02,3,4,6
1599969339,43171.972222222,6,6.0,25.65,102.6,9.75,138.0,4,7,0
1894033926,43250.970833333,2,3.0,17.96,71.84,6.82,97.0,3,1,0
1886981618,43249.147916667,31,50.0,74.48,367.92,31.81,474.0,4,0,5
1897451181,43251.905555556,22,48.0,81.84,327.36,31.1,440.0,4,0,1
1727502316,43210.522916667,61,128.0,293.48,1313.92,118.52,1726.0,3,6,6
1451629584,43124.955555556,3,3.0,13.9,55.6,5.28,75.0,2,2,0
1999319236,43277.066666667,4,15.0,24.41,97.66,9.28,131.0,5,5,2
1395227773,43105.986111111,19,54.0,55.49,256.95,22.84,335.0,1,2,5
1974870947,43270.893055556,5,42.0,37.98,151.94,14.44,204.0,4,5,2
1699624060,43202.899305556,30,78.0,88.29,388.16,35.3,511.75,5,0,5
1513445280,43145.294444444,12,0.0,105.8,423.2,40.2,569.2,5,4,6
1914913283,43255.936111111,10,38.0,78.81,315.24,29.95,424.0,5,5,1
1859570968,43241.803472222,4,30.0,38.89,155.55,14.78,209.0,5,5,2
1522326734,43147.902083333,5,48.0,35.6,142.4,13.53,191.53,5,3,4
1801984258,43228.024305556,0,1.0,15.0,60.0,5.7,81.0,3,1,0
1539294780,43153.001388889,34,52.0,89.64,418.56,37.06,545.26,3,4,5
1669863179,43193.965972222,20,45.0,48.66,194.65,18.49,261.8,3,1,1
1510370079,43143.906944444,2,4.0,17.53,70.14,6.67,94.34,3,7,0
1490556814,43137.909722222,8,51.0,34.89,139.54,13.26,188.0,3,7,4
1536054278,43151.910416667,8,40.0,35.5,141.98,13.49,190.97,5,3,4
1890251762,43250.020138889,14,34.0,36.64,146.56,13.93,197.0,5,5,2
1509260998,43143.704861111,5,32.0,26.08,104.32,9.91,140.31,2,2,4
1886738921,43248.925,6,41.0,31.48,125.92,11.97,169.0,5,5,2
1699830874,43202.974305556,20,57.0,52.04,243.18,21.53,316.75,1,2,5
2011011949,43280.730555556,17,73.0,70.09,280.36,26.64,377.0,4,0,2
2002260271,43277.909722222,7,54.0,39.96,159.85,15.18,215.0,4,5,2
1837552671,43235.907638889,30,76.0,93.12,407.49,37.13,538.0,4,0,5
1455143993,43126.053472222,33,45.0,98.21,452.82,40.32,591.0,4,4,5
2005523803,43278.911805556,14,51.0,58.74,234.94,22.32,316.0,4,5,2
OSN_1028304563,43260.220833333,2,17.42,12.01,48.03,4.56,65.0,1,1,2
1510641847,43144.084027778,12,28.0,47.84,191.36,18.18,257.38,5,3,4
1866959147,43243.886111111,7,44.0,31.97,127.88,12.14,172.0,4,5,2
1731144489,43211.022222222,10,34.0,47.58,190.34,18.08,256.0,4,5,1
1451556656,43124.926388889,4,6.0,23.64,94.56,8.99,127.0,5,3,0
1863699303,43242.934027778,27,55.0,68.7,274.8,26.11,370.0,5,0,1
1922277987,43257.983333333,2,4.0,14.13,56.5,5.37,76.0,4,5,0
1583777079,43166.908333333,12,30.0,32.8,131.2,12.46,176.46,4,7,4
1743488342,43213.942361111,8,37.0,41.21,164.85,15.66,222.0,4,5,4
OSN_1023138533,43255.995833333,6,27.17,20.52,82.08,7.79,110.0,5,5,2
OSN_913822055,43179.879166667,4,37.33,7.25,29.0,2.75,39.0,4,7,1
1583845728,43166.934027778,17,41.0,42.69,170.74,16.22,229.65,5,3,1
OSN_843424005,43129.926388889,2,14.15,8.36,33.46,3.18,45.0,3,7,4
1466511669,43129.898611111,29,57.0,76.58,306.32,29.1,412.0,4,4,1
1454752278,43125.898611111,7,47.0,62.38,249.54,23.71,336.0,5,3,1
1653772005,43188.970833333,20,47.0,54.28,217.1,20.63,292.01,3,7,1
1472057660,43132.188194444,4,4.0,15.25,60.98,5.8,82.0,2,2,0
1510445295,43143.929166667,7,33.0,33.09,132.35,12.58,178.02,5,3,4
1897566992,43251.939583333,15,46.0,58.02,267.06,23.79,349.0,1,1,5
1781170326,43222.927777778,11,39.0,47.33,189.3,17.99,255.0,3,1,4
1801818616,43227.931944444,8,34.0,35.2,140.81,13.38,189.0,4,5,4
1755361192,43216.89375,20,56.0,104.39,417.54,39.67,562.0,5,0,1
1747257364,43214.945138889,12,43.0,97.58,390.34,37.08,525.0,4,0,1
1952360037,43266.125,18,34.0,46.36,185.44,17.61,249.0,4,5,1
1532968569,43150.913194444,7,52.0,37.6,150.4,14.29,202.29,2,2,4
1747134832,43214.913194444,13,55.0,67.1,268.4,25.5,361.0,3,1,1
1605781212,43173.978472222,17,38.0,52.56,210.22,19.97,282.75,3,7,1
1432530343,43118.905555556,4,23.0,26.75,107.02,10.18,144.0,3,7,4
1542212232,43153.959722222,5,6.0,23.8,95.2,9.04,128.04,2,2,0
1982911504,43272.950694444,20,59.0,97.95,426.82,38.97,564.0,5,0,5
1466545543,43129.905555556,27,81.0,77.06,343.24,31.03,451.0,5,4,5
1699805595,43202.957638889,35,84.0,100.93,403.74,38.34,543.01,4,0,1
1893819587,43250.914583333,8,27.0,31.4,125.6,11.94,169.0,4,5,2
1860513360,43241.925,4,7.0,22.68,90.7,8.62,122.0,5,5,0
1879289725,43247.075694444,30,46.0,76.92,377.68,32.73,487.0,5,0,5
1609278006,43174.938888889,3,13.0,21.88,87.52,8.32,117.72,3,7,4
OSN_835796793,43123.965277778,2,12.52,9.11,36.43,3.46,49.0,3,7,4
1412098081,43111.947222222,11,35.0,33.22,132.88,12.62,179.0,1,2,4
1689858522,43199.939583333,9,42.0,38.85,155.39,14.76,209.0,4,5,4
1925783185,43259.05625,10,27.0,30.67,122.68,11.65,165.0,3,1,2
1436145997,43120.152777778,31,53.0,70.77,343.08,29.89,444.0,4,4,5
1631874445,43181.915972222,2,4.0,17.61,70.45,6.69,94.75,1,2,0
1689952922,43199.989583333,13,38.0,43.12,172.49,16.38,231.99,3,1,4
1845074006,43237.946527778,13,40.0,51.86,207.43,19.7,279.0,3,1,2
1583731882,43166.895138889,2,5.0,19.92,79.67,7.57,107.0,5,3,0
1918303757,43256.902083333,30,63.0,128.63,584.53,52.38,766.0,5,0,5
1647019469,43186.922916667,31,67.0,106.8,427.2,40.58,574.58,2,2,1
1703560334,43203.939583333,5,33.0,25.54,102.16,9.71,137.41,5,5,4
1562207529,43159.991666667,11,33.0,35.0,140.0,13.3,188.3,5,3,4
1395223377,43105.980555556,30,62.0,79.76,379.04,33.31,492.0,3,4,5
1889990764,43249.895833333,20,48.0,48.96,195.84,18.62,263.0,4,5,1
1556139694,43158.024305556,13,32.0,42.8,171.2,16.26,230.26,5,3,4
1583868240,43166.949305556,21,42.0,49.68,198.72,18.88,267.28,5,3,1
1922321364,43258.021527778,13,30.0,39.96,159.85,15.18,215.0,3,1,2
1746767103,43214.836111111,10,57.0,43.87,275.46,21.67,341.0,5,5,6
1781254011,43222.953472222,18,43.0,50.23,200.92,19.09,270.0,1,1,1
1747047332,43214.886111111,5,41.0,0.0,108.14,8.77,117.0,3,1,7
2012439696,43280.922222222,17,65.0,70.45,281.78,26.77,379.0,3,1,2
1583700209,43166.889583333,3,6.0,15.29,61.17,5.81,82.27,3,7,0
1409116878,43110.978472222,10,45.0,35.38,141.52,13.45,190.0,5,3,4
1830827104,43234.482638889,28,71.0,86.76,417.04,36.47,540.0,1,1,5
1493681471,43138.920138889,20,58.0,51.04,204.16,19.4,275.0,5,3,1
2008664578,43279.896527778,11,44.0,36.16,144.64,13.74,195.0,5,5,2
1693069669,43201.007638889,2,7.0,18.28,73.12,6.96,98.36,4,5,0
1467112596,43130.363194444,23,80.0,85.75,343.0,32.6,461.0,5,4,1
1897571453,43251.954166667,17,48.0,67.66,270.63,25.71,364.0,4,0,1
1875577968,43246.199305556,10,28.0,35.69,142.75,13.56,192.0,1,1,2
1513271274,43145.023611111,4,5.0,15.94,63.76,6.06,85.76,5,3,0
