City,Zone,Week Number,Day,4 hour windows,Date,Time stamp date,Demand,Fulfilment %,Avg. Price,Avg. Trip Size,Cancellation % (Total),Driver Cancellation%,Customer Cancellation %,Avg. ETA,
Bengaluru,Zone 2,1,2,08:00 to 12:00,28-06-2019,28/06/2019 11:58:24,1963,72,179,13,22.0,4.2,17.8,15.6,
Bengaluru,Zone 2,1,2,12:00 to 16:00,28-06-2019,28/06/2019 14:28:18,1938,69,105,11,25.9,5.0,20.9,12.0,
Bengaluru,Zone 2,1,2,16:00 to 20:00,28-06-2019,28/06/2019 18:22:40,2071,68,179,14,23.0,4.4,18.5,10.8,
Bengaluru,Zone 2,1,2,20:00 to 00:00,28-06-2019,28/06/2019 20:32:44,2029,74,203,16,25.1,4.8,20.3,11.1,
Bengaluru,Zone 2,1,4,00:00 to 04:00,30-06-2019,30/06/2019 02:40:16,1966,67,199,10,25.3,4.9,20.5,11.0,
Bengaluru,Zone 2,1,4,04:00 to 08.00,30-06-2019,30/06/2019 06:42:27,2098,71,100,13,23.3,4.5,18.8,10.3,
Bengaluru,Zone 2,1,4,08:00 to 12:00,30-06-2019,30/06/2019 09:30:10,1958,72,178,11,24.6,4.7,19.9,13.3,
Bengaluru,Zone 2,1,4,12:00 to 16:00,30-06-2019,30/06/2019 14:11:34,2007,66,99,11,23.7,4.6,19.2,12.4,
Bengaluru,Zone 2,1,4,16:00 to 20:00,30-06-2019,30/06/2019 19:36:59,1968,67,171,10,23.8,4.6,19.2,11.6,
Bengaluru,Zone 2,1,4,20:00 to 00:00,30-06-2019,30/06/2019 20:19:16,1965,72,207,11,23.0,4.4,18.6,14.3,
Bengaluru,Zone 2,1,4,00:00 to 04:00,30-06-2019,30/06/2019 00:44:59,1984,72,198,16,24.4,4.7,19.7,11.4,
Bengaluru,Zone 2,1,4,04:00 to 08.00,30-06-2019,30/06/2019 05:51:29,1902,71,98,12,23.3,4.5,18.8,14.6,
Bengaluru,Zone 2,1,4,08:00 to 12:00,30-06-2019,30/06/2019 10:42:25,2086,75,179,10,24.6,4.7,19.9,10.4,
Bengaluru,Zone 2,1,4,12:00 to 16:00,30-06-2019,30/06/2019 13:27:01,2061,74,101,16,22.3,4.3,18.0,13.2,
Bengaluru,Zone 2,1,4,16:00 to 20:00,30-06-2019,30/06/2019 16:22:18,2028,75,167,13,21.4,4.1,17.3,13.2,
Bengaluru,Zone 2,1,4,20:00 to 00:00,30-06-2019,30/06/2019 20:06:44,1984,73,205,13,22.2,4.3,17.9,14.9,
Bengaluru,Zone 2,1,5,00:00 to 04:00,01-07-2019,01/07/2019 03:03:01,1947,73,199,11,21.9,4.2,17.7,13.7,
Bengaluru,Zone 2,1,5,04:00 to 08.00,01-07-2019,01/07/2019 04:57:39,1990,72,85,13,25.4,4.9,20.5,15.5,
Bengaluru,Zone 2,1,5,08:00 to 12:00,01-07-2019,01/07/2019 10:45:31,2036,71,165,15,26.3,5.1,21.2,11.8,
Bengaluru,Zone 2,1,5,12:00 to 16:00,01-07-2019,01/07/2019 13:00:52,2083,67,91,13,26.1,5.0,21.1,12.7,
Bengaluru,Zone 2,1,5,16:00 to 20:00,01-07-2019,01/07/2019 17:47:06,2037,66,162,14,24.9,4.8,20.1,11.3,
Bengaluru,Zone 2,1,5,20:00 to 00:00,01-07-2019,01/07/2019 22:54:27,2051,71,202,11,26.7,5.1,21.6,10.9,
Bengaluru,Zone 2,1,6,00:00 to 04:00,02-07-2019,02/07/2019 02:50:20,2018,67,198,14,24.9,4.8,20.1,15.8,
Bengaluru,Zone 2,1,6,04:00 to 08.00,02-07-2019,02/07/2019 06:37:35,2001,71,88,11,21.8,4.2,17.6,12.9,
Bengaluru,Zone 2,1,6,08:00 to 12:00,02-07-2019,02/07/2019 08:21:55,2046,69,169,13,24.8,4.8,20.0,11.3,
Bengaluru,Zone 2,1,6,12:00 to 16:00,02-07-2019,02/07/2019 13:26:53,1901,70,96,16,26.4,5.1,21.3,9.2,
Bengaluru,Zone 2,1,6,16:00 to 20:00,02-07-2019,02/07/2019 19:39:25,1928,70,180,10,22.3,4.3,18.0,15.3,
Bengaluru,Zone 2,1,6,20:00 to 00:00,02-07-2019,02/07/2019 22:23:21,1944,69,200,12,21.2,4.1,17.1,12.2,
Bengaluru,Zone 2,1,7,00:00 to 04:00,03-07-2019,03/07/2019 01:08:10,1995,75,197,14,25.1,4.8,20.2,10.1,
Bengaluru,Zone 2,1,7,04:00 to 08.00,03-07-2019,03/07/2019 06:39:05,2016,71,104,13,22.3,4.3,18.0,13.0,
Bengaluru,Zone 2,1,7,08:00 to 12:00,03-07-2019,03/07/2019 09:06:04,2008,70,174,10,21.6,4.2,17.4,9.3,
Bengaluru,Zone 2,1,7,12:00 to 16:00,03-07-2019,03/07/2019 15:16:50,2018,67,91,11,23.9,4.6,19.3,15.8,
Bengaluru,Zone 2,1,7,16:00 to 20:00,03-07-2019,03/07/2019 16:23:20,2084,74,160,15,23.1,4.4,18.7,10.3,
Bengaluru,Zone 2,1,7,20:00 to 00:00,03-07-2019,03/07/2019 21:00:02,2011,70,205,11,26.1,5.0,21.1,16.0,
Bengaluru,Zone 3,1,1,00:00 to 04:00,27-06-2019,27/06/2019 01:55:02,2064,67,190,9,29.4,5.6,23.7,1.2,
Bengaluru,Zone 3,1,1,04:00 to 08.00,27-06-2019,27/06/2019 07:28:17,2080,69,95,12,29.6,5.7,23.9,5.0,
Bengaluru,Zone 3,1,1,08:00 to 12:00,27-06-2019,27/06/2019 10:31:04,1947,69,171,18,30.0,5.8,24.2,5.2,
Bengaluru,Zone 3,1,1,12:00 to 16:00,27-06-2019,27/06/2019 14:10:55,1952,67,99,15,33.9,6.5,27.4,2.1,
Bengaluru,Zone 3,1,1,16:00 to 20:00,27-06-2019,27/06/2019 17:02:36,2057,75,169,17,24.5,4.7,19.8,1.3,
Bengaluru,Zone 3,1,1,20:00 to 00:00,27-06-2019,27/06/2019 22:21:28,1977,68,200,12,24.4,4.7,19.7,4.0,
Bengaluru,Zone 3,1,2,00:00 to 04:00,28-06-2019,28/06/2019 01:47:21,2096,72,195,17,33.3,6.4,26.9,2.8,
Bengaluru,Zone 3,1,2,04:00 to 08.00,28-06-2019,28/06/2019 06:05:26,2038,67,99,12,33.8,6.5,27.3,5.7,
Bengaluru,Zone 3,1,2,08:00 to 12:00,28-06-2019,28/06/2019 09:45:35,2009,72,169,8,30.5,5.9,24.6,5.7,
Bengaluru,Zone 3,1,2,12:00 to 16:00,28-06-2019,28/06/2019 12:23:27,2071,70,101,12,24.7,4.8,20.0,5.2,
Bengaluru,Zone 3,1,2,16:00 to 20:00,28-06-2019,28/06/2019 19:53:25,1972,67,176,17,23.4,4.5,18.9,5.3,
Bengaluru,Zone 3,1,2,20:00 to 00:00,28-06-2019,28/06/2019 22:04:40,2050,74,207,16,24.3,4.7,19.6,2.2,
Bengaluru,Zone 3,1,4,00:00 to 04:00,30-06-2019,30/06/2019 00:25:07,2033,74,199,14,28.4,5.5,22.9,3.6,
Bengaluru,Zone 3,1,4,04:00 to 08.00,30-06-2019,30/06/2019 04:11:07,2030,68,89,8,25.5,4.9,20.6,3.1,
Bengaluru,Zone 3,1,4,08:00 to 12:00,30-06-2019,30/06/2019 09:18:40,1919,72,175,14,34.2,6.6,27.6,5.7,
Bengaluru,Zone 3,1,4,12:00 to 16:00,30-06-2019,30/06/2019 15:38:30,2004,73,92,11,24.7,4.7,19.9,2.7,
Bengaluru,Zone 3,1,4,16:00 to 20:00,30-06-2019,30/06/2019 17:58:13,1976,74,166,10,26.5,5.1,21.4,3.7,
Bengaluru,Zone 3,1,4,20:00 to 00:00,30-06-2019,30/06/2019 21:25:15,2032,68,206,14,24.8,4.8,20.0,2.9,
Bengaluru,Zone 3,1,4,00:00 to 04:00,30-06-2019,30/06/2019 00:03:33,2041,75,196,14,25.3,4.9,20.4,3.1,
Bengaluru,Zone 3,1,4,04:00 to 08.00,30-06-2019,30/06/2019 06:16:16,1957,66,87,10,33.6,6.5,27.1,5.6,
Bengaluru,Zone 3,1,4,08:00 to 12:00,30-06-2019,30/06/2019 10:58:06,1973,70,174,11,27.5,5.3,22.2,5.3,
Bengaluru,Zone 3,1,4,12:00 to 16:00,30-06-2019,30/06/2019 13:07:58,2014,72,90,15,25.8,5.0,20.8,4.4,
Bengaluru,Zone 3,1,4,16:00 to 20:00,30-06-2019,30/06/2019 17:41:52,2044,69,162,15,28.5,5.5,23.0,4.5,
Bengaluru,Zone 3,1,4,20:00 to 00:00,30-06-2019,30/06/2019 20:23:15,1927,72,200,12,30.5,5.9,24.7,2.4,
Bengaluru,Zone 3,1,5,00:00 to 04:00,01-07-2019,01/07/2019 01:14:04,1957,70,194,16,27.3,5.3,22.1,4.7,
Bengaluru,Zone 3,1,5,04:00 to 08.00,01-07-2019,01/07/2019 06:39:55,1932,71,95,9,29.7,5.7,24.0,2.6,
Bengaluru,Zone 3,1,5,08:00 to 12:00,01-07-2019,01/07/2019 11:04:09,1957,72,177,15,23.3,4.5,18.8,5.3,
Bengaluru,Zone 3,1,5,12:00 to 16:00,01-07-2019,01/07/2019 12:44:18,2092,68,91,12,24.5,4.7,19.8,3.7,
Bengaluru,Zone 3,1,5,16:00 to 20:00,01-07-2019,01/07/2019 16:16:58,2053,68,160,11,24.2,4.7,19.5,6.0,
Bengaluru,Zone 3,1,5,20:00 to 00:00,01-07-2019,01/07/2019 21:02:19,1991,72,202,17,29.4,5.6,23.7,5.4,
Bengaluru,Zone 3,1,6,00:00 to 04:00,02-07-2019,02/07/2019 03:59:27,2029,71,198,9,32.8,6.3,26.5,3.7,
Bengaluru,Zone 3,1,6,04:00 to 08.00,02-07-2019,02/07/2019 06:55:37,1953,75,105,17,24.8,4.8,20.0,3.6,
Bengaluru,Zone 3,1,6,08:00 to 12:00,02-07-2019,02/07/2019 10:14:19,1903,69,170,12,28.2,5.4,22.8,6.0,
Bengaluru,Zone 3,1,6,12:00 to 16:00,02-07-2019,02/07/2019 12:21:12,2071,69,95,13,25.7,4.9,20.7,2.2,
Bengaluru,Zone 3,1,6,16:00 to 20:00,02-07-2019,02/07/2019 16:06:50,1946,66,165,13,28.1,5.4,22.7,4.7,
Bengaluru,Zone 3,1,6,20:00 to 00:00,02-07-2019,02/07/2019 23:00:33,1934,73,202,16,31.1,6.0,25.1,3.3,
Bengaluru,Zone 3,1,7,00:00 to 04:00,03-07-2019,03/07/2019 02:06:56,2038,70,190,15,32.0,6.2,25.9,1.5,
Bengaluru,Zone 3,1,7,04:00 to 08.00,03-07-2019,03/07/2019 05:17:19,1998,66,94,10,28.4,5.5,22.9,4.6,
Bengaluru,Zone 3,1,7,08:00 to 12:00,03-07-2019,03/07/2019 09:10:24,1989,67,166,11,28.9,5.6,23.3,5.7,
Bengaluru,Zone 3,1,7,12:00 to 16:00,03-07-2019,03/07/2019 12:06:16,2037,72,92,10,32.2,6.2,26.0,3.5,
Bengaluru,Zone 3,1,7,16:00 to 20:00,03-07-2019,03/07/2019 17:01:59,1961,66,171,8,26.1,5.0,21.1,2.7,
Bengaluru,Zone 3,1,7,20:00 to 00:00,03-07-2019,03/07/2019 23:30:41,1922,75,206,14,24.8,4.8,20.0,3.0,
Bengaluru,Zone 4,1,1,00:00 to 04:00,27-06-2019,27/06/2019 00:13:17,1972,71,195,4,25.9,5.0,20.9,10.3,
Bengaluru,Zone 4,1,1,04:00 to 08.00,27-06-2019,27/06/2019 04:14:09,2022,71,87,4,24.5,4.7,19.8,10.0,
Bengaluru,Zone 4,1,1,08:00 to 12:00,27-06-2019,27/06/2019 08:22:06,2086,73,173,4,24.0,4.6,19.4,11.5,
Bengaluru,Zone 4,1,1,12:00 to 16:00,27-06-2019,27/06/2019 15:57:13,1936,73,90,2,25.7,4.9,20.8,11.1,
Bengaluru,Zone 4,1,1,16:00 to 20:00,27-06-2019,27/06/2019 16:37:51,2033,71,170,2,24.0,4.6,19.4,14.5,
Bengaluru,Zone 4,1,1,20:00 to 00:00,27-06-2019,27/06/2019 22:13:03,1973,69,208,1,25.0,4.8,20.2,11.0,
Bengaluru,Zone 4,1,2,00:00 to 04:00,28-06-2019,28/06/2019 03:38:33,1991,70,199,2,20.4,3.9,16.4,9.0,
Bengaluru,Zone 4,1,2,04:00 to 08.00,28-06-2019,28/06/2019 06:57:42,1993,69,90,3,20.3,3.9,16.4,12.9,
Bengaluru,Zone 4,1,2,08:00 to 12:00,28-06-2019,28/06/2019 10:21:11,2024,71,178,2,23.4,4.5,18.9,12.1,
Bengaluru,Zone 4,1,2,12:00 to 16:00,28-06-2019,28/06/2019 14:12:06,2059,75,97,3,21.0,4.0,17.0,15.2,
Bengaluru,Zone 4,1,2,16:00 to 20:00,28-06-2019,28/06/2019 16:56:30,2066,74,168,4,20.7,4.0,16.7,9.8,
Bengaluru,Zone 4,1,2,20:00 to 00:00,28-06-2019,28/06/2019 21:02:34,1938,66,209,4,20.2,3.9,16.3,16.0,
Bengaluru,Zone 4,1,4,00:00 to 04:00,30-06-2019,30/06/2019 01:27:26,2023,68,196,2,21.7,4.2,17.6,12.4,
Bengaluru,Zone 4,1,4,04:00 to 08.00,30-06-2019,30/06/2019 07:04:56,2040,74,99,1,25.0,4.8,20.2,15.6,
Bengaluru,Zone 4,1,4,08:00 to 12:00,30-06-2019,30/06/2019 09:09:52,1967,72,170,3,23.4,4.5,18.9,12.1,
Bengaluru,Zone 4,1,4,12:00 to 16:00,30-06-2019,30/06/2019 15:13:48,2040,72,96,2,25.6,4.9,20.7,13.3,
Bengaluru,Zone 4,1,4,16:00 to 20:00,30-06-2019,30/06/2019 17:44:49,2079,66,161,2,24.1,4.6,19.5,12.4,
Bengaluru,Zone 4,1,4,20:00 to 00:00,30-06-2019,30/06/2019 20:50:57,2091,75,205,4,22.9,4.4,18.5,14.6,
Bengaluru,Zone 4,1,4,00:00 to 04:00,30-06-2019,30/06/2019 01:18:03,2033,72,197,4,20.1,3.9,16.2,13.5,
Bengaluru,Zone 4,1,4,04:00 to 08.00,30-06-2019,30/06/2019 07:34:48,1998,66,95,2,25.1,4.8,20.3,13.3,
Bengaluru,Zone 4,1,4,08:00 to 12:00,30-06-2019,30/06/2019 11:42:36,1930,70,173,4,23.2,4.5,18.8,15.2,
Bengaluru,Zone 4,1,4,12:00 to 16:00,30-06-2019,30/06/2019 13:31:09,2073,68,93,3,22.1,4.2,17.8,10.0,
Bengaluru,Zone 4,1,4,16:00 to 20:00,30-06-2019,30/06/2019 19:18:28,1933,68,174,2,20.2,3.9,16.3,9.2,
Bengaluru,Zone 4,1,4,20:00 to 00:00,30-06-2019,30/06/2019 22:52:48,2081,75,200,3,24.0,4.6,19.4,9.7,
Bengaluru,Zone 4,1,5,00:00 to 04:00,01-07-2019,01/07/2019 03:26:35,2096,66,200,3,20.7,4.0,16.7,16.0,
Bengaluru,Zone 4,1,5,04:00 to 08.00,01-07-2019,01/07/2019 07:30:01,1967,70,95,4,24.1,4.6,19.5,9.3,
Bengaluru,Zone 4,1,5,08:00 to 12:00,01-07-2019,01/07/2019 10:18:01,1958,68,177,3,20.9,4.0,16.9,12.1,
Bengaluru,Zone 4,1,5,12:00 to 16:00,01-07-2019,01/07/2019 12:55:41,1920,68,103,3,20.8,4.0,16.8,9.2,
Bengaluru,Zone 4,1,5,16:00 to 20:00,01-07-2019,01/07/2019 16:30:37,2022,73,170,4,21.9,4.2,17.7,15.5,
Bengaluru,Zone 4,1,5,20:00 to 00:00,01-07-2019,01/07/2019 20:26:56,2081,71,207,4,23.5,4.5,19.0,15.9,
Bengaluru,Zone 4,1,6,00:00 to 04:00,02-07-2019,02/07/2019 01:36:30,2017,75,198,2,24.0,4.6,19.4,11.8,
Bengaluru,Zone 4,1,6,04:00 to 08.00,02-07-2019,02/07/2019 06:20:44,1995,66,93,4,23.2,4.5,18.7,12.1,
Bengaluru,Zone 4,1,6,08:00 to 12:00,02-07-2019,02/07/2019 09:08:30,2061,73,173,1,22.1,4.3,17.9,13.3,
Bengaluru,Zone 4,1,6,12:00 to 16:00,02-07-2019,02/07/2019 15:22:46,1986,66,93,2,20.4,3.9,16.5,13.7,
Bengaluru,Zone 4,1,6,16:00 to 20:00,02-07-2019,02/07/2019 16:58:07,2044,70,162,3,23.5,4.5,19.0,9.4,
Bengaluru,Zone 4,1,6,20:00 to 00:00,02-07-2019,02/07/2019 21:50:17,2032,71,202,1,23.6,4.6,19.1,11.8,
Bengaluru,Zone 4,1,7,00:00 to 04:00,03-07-2019,03/07/2019 03:49:09,2097,67,190,3,25.0,4.8,20.2,14.5,
Bengaluru,Zone 4,1,7,04:00 to 08.00,03-07-2019,03/07/2019 05:06:21,1961,75,99,1,23.4,4.5,18.9,15.8,
Bengaluru,Zone 4,1,7,08:00 to 12:00,03-07-2019,03/07/2019 11:44:12,1927,71,170,4,22.7,4.4,18.3,10.1,
Bengaluru,Zone 4,1,7,12:00 to 16:00,03-07-2019,03/07/2019 14:17:56,1972,66,90,4,24.2,4.7,19.6,10.0,
Bengaluru,Zone 4,1,7,16:00 to 20:00,03-07-2019,03/07/2019 17:45:12,2070,68,176,3,20.9,4.0,16.9,10.4,
Bengaluru,Zone 4,1,7,20:00 to 00:00,03-07-2019,03/07/2019 20:52:01,2016,73,208,2,24.5,4.7,19.8,14.0,
Bengaluru,Zone 5,1,1,00:00 to 04:00,27-06-2019,27/06/2019 03:56:32,1917,75,197,6,20.1,3.9,16.2,13.9,
Bengaluru,Zone 5,1,1,04:00 to 08.00,27-06-2019,27/06/2019 04:35:21,1949,74,101,12,19.1,3.7,15.4,12.1,
Bengaluru,Zone 5,1,1,08:00 to 12:00,27-06-2019,27/06/2019 11:30:11,1929,71,173,7,23.9,4.6,19.3,11.8,
Bengaluru,Zone 5,1,1,12:00 to 16:00,27-06-2019,27/06/2019 14:42:37,1954,74,102,8,24.0,4.6,19.4,13.8,
Bengaluru,Zone 5,1,1,16:00 to 20:00,27-06-2019,27/06/2019 16:37:56,1902,67,176,4,22.2,4.3,17.9,11.7,
Bengaluru,Zone 5,1,1,20:00 to 00:00,27-06-2019,27/06/2019 20:47:56,1946,75,200,10,23.3,4.5,18.8,13.2,
Bengaluru,Zone 5,1,2,00:00 to 04:00,28-06-2019,28/06/2019 03:17:27,1908,73,196,7,23.6,4.5,19.0,12.9,
Bengaluru,Zone 5,1,2,04:00 to 08.00,28-06-2019,28/06/2019 07:12:10,1909,66,103,14,20.6,4.0,16.6,11.3,
Bengaluru,Zone 5,1,2,08:00 to 12:00,28-06-2019,28/06/2019 11:14:27,1948,75,176,16,24.8,4.8,20.1,13.1,
Bengaluru,Zone 5,1,2,12:00 to 16:00,28-06-2019,28/06/2019 13:11:52,2046,70,95,15,21.3,4.1,17.2,13.9,
Bengaluru,Zone 5,1,2,16:00 to 20:00,28-06-2019,28/06/2019 16:21:14,2092,73,160,11,24.8,4.8,20.1,10.8,
Bengaluru,Zone 5,1,2,20:00 to 00:00,28-06-2019,28/06/2019 22:07:45,2043,70,206,5,22.1,4.2,17.8,13.9,
Bengaluru,Zone 5,1,4,00:00 to 04:00,30-06-2019,30/06/2019 01:16:48,1936,69,192,16,24.4,4.7,19.7,12.2,
Bengaluru,Zone 5,1,4,04:00 to 08.00,30-06-2019,30/06/2019 04:36:59,2022,71,85,15,22.3,4.3,18.0,11.8,
Bengaluru,Zone 5,1,4,08:00 to 12:00,30-06-2019,30/06/2019 08:12:00,1984,66,170,3,19.1,3.7,15.5,10.1,
Bengaluru,Zone 5,1,4,12:00 to 16:00,30-06-2019,30/06/2019 13:12:23,1952,69,90,15,22.0,4.2,17.7,10.2,
Bengaluru,Zone 5,1,4,16:00 to 20:00,30-06-2019,30/06/2019 17:20:54,1958,69,166,13,24.7,4.8,20.0,13.9,
Bengaluru,Zone 5,1,4,20:00 to 00:00,30-06-2019,30/06/2019 21:28:15,2010,74,206,11,20.4,3.9,16.5,11.9,
Bengaluru,Zone 5,1,4,00:00 to 04:00,30-06-2019,30/06/2019 01:14:44,2078,74,191,6,20.2,3.9,16.3,13.8,
Bengaluru,Zone 5,1,4,04:00 to 08.00,30-06-2019,30/06/2019 07:55:43,1959,74,93,4,20.6,4.0,16.6,11.0,
Bengaluru,Zone 5,1,4,08:00 to 12:00,30-06-2019,30/06/2019 11:39:49,2037,72,169,13,24.2,4.7,19.5,13.7,
Bengaluru,Zone 5,1,4,12:00 to 16:00,30-06-2019,30/06/2019 15:01:37,2056,68,103,10,24.1,4.6,19.4,13.1,
Bengaluru,Zone 5,1,4,16:00 to 20:00,30-06-2019,30/06/2019 17:20:37,2021,75,175,15,22.8,4.4,18.4,13.3,
Bengaluru,Zone 5,1,4,20:00 to 00:00,30-06-2019,30/06/2019 21:34:35,2000,71,202,6,24.6,4.7,19.9,13.6,
Bengaluru,Zone 5,1,5,00:00 to 04:00,01-07-2019,01/07/2019 00:23:34,1901,68,192,8,23.4,4.5,18.9,11.7,
Bengaluru,Zone 5,1,5,04:00 to 08.00,01-07-2019,01/07/2019 06:53:20,1949,67,98,5,23.6,4.5,19.1,11.1,
Bengaluru,Zone 5,1,5,08:00 to 12:00,01-07-2019,01/07/2019 10:38:12,1946,71,167,8,20.8,4.0,16.8,12.6,
Bengaluru,Zone 5,1,5,12:00 to 16:00,01-07-2019,01/07/2019 14:23:44,1932,74,104,13,22.9,4.4,18.5,10.1,
Bengaluru,Zone 5,1,5,16:00 to 20:00,01-07-2019,01/07/2019 18:21:20,1908,72,175,11,24.7,4.8,20.0,14.0,
Bengaluru,Zone 5,1,5,20:00 to 00:00,01-07-2019,01/07/2019 20:20:21,2020,71,207,8,20.6,4.0,16.7,13.1,
Bengaluru,Zone 5,1,6,00:00 to 04:00,02-07-2019,02/07/2019 03:00:31,1937,71,196,3,22.2,4.3,18.0,10.9,
Bengaluru,Zone 5,1,6,04:00 to 08.00,02-07-2019,02/07/2019 04:35:12,1910,71,96,6,19.3,3.7,15.6,11.0,
Bengaluru,Zone 5,1,6,08:00 to 12:00,02-07-2019,02/07/2019 10:51:59,1998,70,176,12,20.6,4.0,16.6,12.1,
Bengaluru,Zone 5,1,6,12:00 to 16:00,02-07-2019,02/07/2019 14:10:50,2033,75,92,4,23.5,4.5,19.0,11.1,
Bengaluru,Zone 5,1,6,16:00 to 20:00,02-07-2019,02/07/2019 17:28:04,1911,74,167,6,21.3,4.1,17.2,11.5,
Bengaluru,Zone 5,1,6,20:00 to 00:00,02-07-2019,02/07/2019 22:31:48,1963,74,203,16,20.8,4.0,16.8,10.7,
Bengaluru,Zone 5,1,7,00:00 to 04:00,03-07-2019,03/07/2019 02:54:13,2082,72,197,8,24.2,4.6,19.5,12.0,
Bengaluru,Zone 5,1,7,04:00 to 08.00,03-07-2019,03/07/2019 04:58:48,1925,66,99,11,20.8,4.0,16.8,13.2,
Bengaluru,Zone 5,1,7,08:00 to 12:00,03-07-2019,03/07/2019 11:38:19,2035,68,180,5,21.2,4.1,17.1,13.3,
Bengaluru,Zone 5,1,7,12:00 to 16:00,03-07-2019,03/07/2019 14:10:45,2071,72,96,7,19.0,3.7,15.4,12.6,
Bengaluru,Zone 5,1,7,16:00 to 20:00,03-07-2019,03/07/2019 16:04:57,1995,70,175,16,21.9,4.2,17.7,10.5,
Bengaluru,Zone 5,1,7,20:00 to 00:00,03-07-2019,03/07/2019 21:18:27,1937,70,204,10,19.8,3.8,16.0,11.3,
Bengaluru,Zone 6,1,1,00:00 to 04:00,27-06-2019,27/06/2019 00:22:14,1961,71,198,18,29.9,5.8,24.1,10.0,
Bengaluru,Zone 6,1,1,04:00 to 08.00,27-06-2019,27/06/2019 07:05:28,2066,73,94,10,32.5,6.2,26.2,15.2,
Bengaluru,Zone 6,1,1,08:00 to 12:00,27-06-2019,27/06/2019 08:27:36,1921,74,172,8,33.8,6.5,27.3,15.0,
Bengaluru,Zone 6,1,1,12:00 to 16:00,27-06-2019,27/06/2019 13:29:51,1956,66,105,8,26.0,5.0,21.0,15.5,
Bengaluru,Zone 6,1,1,16:00 to 20:00,27-06-2019,27/06/2019 16:47:18,1918,75,172,14,31.9,6.1,25.8,9.9,
Bengaluru,Zone 6,1,1,20:00 to 00:00,27-06-2019,27/06/2019 21:56:10,2082,71,203,16,27.4,5.3,22.2,14.2,
Bengaluru,Zone 6,1,2,00:00 to 04:00,28-06-2019,28/06/2019 03:30:59,2005,72,198,13,26.1,5.0,21.1,9.6,
Bengaluru,Zone 6,1,2,04:00 to 08.00,28-06-2019,28/06/2019 07:07:03,1918,72,86,13,25.8,5.0,20.9,14.1,
Bengaluru,Zone 6,1,2,08:00 to 12:00,28-06-2019,28/06/2019 10:46:00,2081,74,168,9,24.8,4.8,20.0,12.0,
Bengaluru,Zone 6,1,2,12:00 to 16:00,28-06-2019,28/06/2019 12:50:51,2035,70,97,15,23.9,4.6,19.3,12.7,
Bengaluru,Zone 6,1,2,16:00 to 20:00,28-06-2019,28/06/2019 18:07:43,1916,74,168,11,23.1,4.4,18.7,15.9,
Bengaluru,Zone 6,1,2,20:00 to 00:00,28-06-2019,28/06/2019 20:44:56,1921,72,200,9,28.8,5.5,23.2,11.9,
Bengaluru,Zone 6,1,4,00:00 to 04:00,30-06-2019,30/06/2019 01:19:56,1935,70,192,18,23.9,4.6,19.3,9.3,
Bengaluru,Zone 6,1,4,04:00 to 08.00,30-06-2019,30/06/2019 06:50:51,1985,68,94,8,31.3,6.0,25.2,13.0,
Bengaluru,Zone 6,1,4,08:00 to 12:00,30-06-2019,30/06/2019 09:02:52,1907,72,180,14,26.7,5.1,21.6,11.2,
Bengaluru,Zone 6,1,4,12:00 to 16:00,30-06-2019,30/06/2019 15:33:39,2005,74,95,8,27.7,5.3,22.3,9.6,
Bengaluru,Zone 6,1,4,16:00 to 20:00,30-06-2019,30/06/2019 18:00:12,2040,67,163,18,27.7,5.3,22.3,11.4,
Bengaluru,Zone 6,1,4,20:00 to 00:00,30-06-2019,30/06/2019 23:51:05,2049,75,209,13,34.5,6.6,27.8,13.0,
Bengaluru,Zone 6,1,4,00:00 to 04:00,30-06-2019,30/06/2019 03:11:20,2079,68,192,10,30.7,5.9,24.8,15.5,
Bengaluru,Zone 6,1,4,04:00 to 08.00,30-06-2019,30/06/2019 05:14:19,2079,68,89,14,29.5,5.7,23.8,9.7,
Bengaluru,Zone 6,1,4,08:00 to 12:00,30-06-2019,30/06/2019 08:54:10,1911,72,165,16,24.1,4.6,19.5,11.0,
Bengaluru,Zone 6,1,4,12:00 to 16:00,30-06-2019,30/06/2019 14:19:10,2071,70,100,10,26.9,5.2,21.7,10.6,
Bengaluru,Zone 6,1,4,16:00 to 20:00,30-06-2019,30/06/2019 19:52:20,1957,66,176,12,29.3,5.6,23.7,14.8,
Bengaluru,Zone 6,1,4,20:00 to 00:00,30-06-2019,30/06/2019 20:10:26,2100,73,205,16,34.7,6.7,28.0,16.0,
Bengaluru,Zone 6,1,5,00:00 to 04:00,01-07-2019,01/07/2019 01:37:12,1999,73,195,10,27.1,5.2,21.9,14.5,
Bengaluru,Zone 6,1,5,04:00 to 08.00,01-07-2019,01/07/2019 06:58:59,1919,67,88,12,28.6,5.5,23.1,9.6,
Bengaluru,Zone 6,1,5,08:00 to 12:00,01-07-2019,01/07/2019 08:25:50,2012,69,166,9,34.5,6.6,27.8,11.3,
Bengaluru,Zone 6,1,5,12:00 to 16:00,01-07-2019,01/07/2019 12:44:11,2029,73,90,18,28.5,5.5,23.0,13.3,
Bengaluru,Zone 6,1,5,16:00 to 20:00,01-07-2019,01/07/2019 18:51:21,1930,75,166,15,34.6,6.7,28.0,10.0,
Bengaluru,Zone 6,1,5,20:00 to 00:00,01-07-2019,01/07/2019 22:19:42,1992,67,205,12,33.1,6.4,26.7,13.0,
